시설명,카테고리,시도 명칭,위도,경도,전화번호,홈페이지,휴무일,운영시간,장애인용 출입문,장애인 화장실 유무,장애인 전용 주차장 여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부
경향아트힐,전시/공연,서울특별시,37.56817327,126.969976,,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
경향하우징페어,전시/공연,경기도,37.66893348,126.745803,,정보없음,정보없음,정보없음,N,N,N,N,N
경험과상상,전시/공연,서울특별시,37.53259352,126.897171,02-6949-2016,enitheater.modoo.at/,연중무휴,10:00-22:00,N,N,N,Y,N
경현유원지,문화관광/명소,전라남도,35.04078014,126.694925,,정보없음,정보없음,정보없음,N,N,N,N,N
경화실,전시/공연,서울특별시,37.56206474,126.852482,02-2658-7712,정보없음,"매주 토요일, 일요일, 공휴일",10:00-19:00,Y,N,N,Y,N
경훈미술관,전시/공연,전라남도,34.79459012,126.392772,061-277-6900,gyeonghoonmuseum.creatorlink.net/,매주 월요일,09:00-18:00,N,N,N,N,N
경희궁,문화관광/명소,서울특별시,37.57176907,126.967985,02-724-0274,정보없음,연중무휴,09:00-18:00,Y,Y,Y,Y,Y
경희궁미술관,전시/공연,경기도,37.77800783,127.11614,,정보없음,정보없음,정보없음,N,N,N,N,N
경희대학교국제캠퍼스혜정박물관,전시/공연,경기도,37.23980015,127.081199,031-201-2011,oldmaps.khu.ac.kr/,"매주 토요일, 일요일, 공휴일",매주 월-금요일 10:00-16:00,Y,Y,Y,Y,Y
경희대학교자연사박물관,전시/공연,서울특별시,37.59394914,127.054891,02-961-0142,nhm.khu.ac.kr,"매주 토요일, 일요일, 공휴일","월-금 10:00-15:00,수 10:00-20:00",Y,Y,Y,Y,Y
경희대학교중앙박물관,전시/공연,서울특별시,37.59394914,127.054891,02-961-0141,museum.khu.ac.kr/,"매주 토요일, 일요일, 공휴일",10:00-17:00,Y,Y,Y,Y,Y
계곡물고기잡기,문화관광/명소,울산광역시,35.61174074,129.044816,,정보없음,정보없음,정보없음,N,N,N,N,N
계남공원서울유아숲체험현장,문화관광/명소,서울특별시,37.50962582,126.855977,02-2620-3575,정보없음,연중무휴,상시개방,Y,Y,N,Y,N
계남해수욕장,문화관광/명소,인천광역시,37.17681362,126.249765,,정보없음,연중무휴,00:00-24:00,N,N,N,Y,N
계룡문화예술의전당,전시/공연,충청남도,36.27292409,127.234148,042-840-3707,www.gyeryong.go.kr/ac/,"매주 토요일, 일요일, 공휴일",평일-09:00-18:00 / 행사시-09:00-22:00,Y,Y,Y,Y,Y
계룡복합문화센터(2023년12월예정),전시/공연,충청남도,36.28791627,127.238071,,정보없음,정보없음,정보없음,N,N,N,N,N
계룡산국립공원,레저/체육/공원,충청남도,36.37203216,127.21172,042-825-3002,https://url.kr/gf3wqj,상시변동,"계절별 탐방로별 입장 및 통제시간 상이, 시간은 홈페이지 참조",Y,Y,Y,Y,N
계룡산도자문화관,전시/공연,충청남도,36.38901538,127.215522,,정보없음,매주 월요일,11:00-17:00,Y,N,N,N,N
계룡산자연사박물관,전시/공연,충청남도,36.36640091,127.244824,042-824-4055,www.krnamu.or.kr/,"매주 월요일, 화요일, 공휴일",10:00-18:00,Y,Y,N,N,Y
계룡체력단련장,레저/체육/공원,충청남도,36.32361456,127.246783,042-550-6841,www.armywelfaregolf.mil.kr/subPage.do,매주 월요일,정보없음,N,N,Y,N,N
계림재,문화관광/명소,경상북도,35.69759057,128.830662,,정보없음,정보없음,정보없음,N,N,N,N,N
계명대학교극재미술관,전시/공연,대구광역시,35.85552317,128.579316,053-620-2381,newcms.kmu.ac.kr/sites/gukje,"매주 토요일, 일요일, 공휴일",10:00-18:00,Y,Y,Y,Y,N
계명산자연휴양림,문화관광/명소,충청북도,36.97931793,127.995087,043-870-7930,https://url.kr/u7i6ma,정보없음,입실 15:00-퇴실 11:00,Y,N,N,Y,N
계백장군기념관,전시/공연,충청남도,36.19238766,127.181588,041-746-8431,www.nonsan.go.kr/museum/html/sub02/0206.html,정보없음,00:00-24:00,N,N,N,N,N
계산체육공원축구장,레저/체육/공원,인천광역시,37.54504439,126.728998,032-456-2670,www.gyeyang.go.kr/,정보없음,"4월-10월 09:00-18:00, 11월-3월 10:00-18:00",N,N,Y,Y,N
계성학교아담스관,전시/공연,대구광역시,35.8679358,128.58025,,정보없음,정보없음,정보없음,N,N,N,N,N
계양경기장,레저/체육/공원,인천광역시,37.5326554,126.747538,032-456-2260,www.insiseol.or.kr/sport/gyeyang/,연중무휴,00:00-24:00,Y,Y,Y,Y,Y
계양구야외공연장,전시/공연,인천광역시,37.53114555,126.735775,032-450-5122,정보없음,연중무휴,상시개방,N,N,N,Y,N
계양구유소년축구장,레저/체육/공원,인천광역시,37.55249702,126.737309,,정보없음,정보없음,정보없음,N,N,N,N,N
계양꽃마루,문화관광/명소,인천광역시,37.53521439,126.748071,032-450-5653,www.gyeyang.go.kr/open_content/tour/event/flowerfloor.jsp,연중무휴,00:00-24:00,Y,N,Y,Y,N
계양문화원,전시/공연,인천광역시,37.53744056,126.73776,032-450-5753,www.igycc.or.kr/,정보없음,정보없음,Y,Y,Y,Y,Y
계양문화회관,전시/공연,인천광역시,37.54607888,126.718131,032-551-6602,gysiseol.or.kr/culturebuilding/main/index.php,공연별 상이,"공연장: 09:00-22:00, 생활문화센터: 10:00-17:00",Y,Y,Y,N,Y
계양산산림욕장,문화관광/명소,인천광역시,37.54651868,126.712241,032-450-5655,www.gyeyang.go.kr,연중무휴,00:00-24:00,Y,Y,Y,Y,N
계양산성박물관,전시/공연,인천광역시,37.54801927,126.727032,032-450-8317,museum.gyeyang.go.kr/,"매주 월요일, 공휴일",09:00-18:00 (입장 마감은 관람 종료 30분전),Y,Y,Y,Y,Y
계양야구장,레저/체육/공원,인천광역시,37.57103805,126.760664,032-450-5921,정보없음,정보없음,3시간 단위 대관,N,N,N,Y,N
계양키즈월드실내썰매장,레저/체육/공원,인천광역시,37.53246311,126.743887,032-505-5610,www.dream-wiz.com/,정보없음,정보없음,N,N,N,N,N
계현산성,문화관광/명소,대전광역시,36.25689181,127.484231,,정보없음,정보없음,정보없음,N,N,N,Y,N
고건축박물관,전시/공연,충청남도,36.63319372,126.611612,041-337-5877,정보없음,상시변동,매일 09:00-17:00 동절기 (11월-2월) / 동절기때는 수-일 운영매일 09:00-18:00,N,N,N,N,N
고곡산성,문화관광/명소,경상남도,35.44050796,128.424313,055-530-1473,https://url.kr/kb7clv,연중무휴,상시개방,N,N,N,Y,N
고구려대장간마을,전시/공연,경기도,37.56080787,127.110949,031-550-2363,정보없음,연중무휴,"평일 09:00-18:00주말 09:00-19:00 공휴일포함, 동절기(11월-02월)는 09:00-17:00",N,N,N,Y,Y
고구려천문과학관,문화관광/명소,충청북도,37.04031896,127.848415,043-842-3247,정보없음,매주 월요일,14:00-22:00,Y,Y,Y,N,N
고구정터,문화관광/명소,경상북도,36.78378524,128.065518,,정보없음,정보없음,정보없음,N,N,N,N,N
고기리유원지,문화관광/명소,경기도,37.35869366,127.05121,,정보없음,정보없음,정보없음,N,N,N,Y,N
고내촌(전통장체험),문화관광/명소,제주특별자치도,33.45278729,126.341968,,정보없음,정보없음,정보없음,N,N,N,N,N
고당기념관,전시/공연,서울특별시,37.565459,126.990095,02-2265-0220,godang.kr/,"매주 토요일, 일요일, 공휴일",09:30-17:30,Y,N,N,Y,N
고당도예전시관,전시/공연,경기도,37.30835053,127.642181,,정보없음,정보없음,정보없음,N,N,N,N,N
고대산자연휴양림,문화관광/명소,경기도,38.21125419,127.150704,031-834-2200,https://url.kr/kncwq6,연중무휴,정보없음,Y,Y,Y,Y,N
고덕마을활력소,전시/공연,서울특별시,37.56028078,127.165071,02-441-2006,정보없음,"매주 토요일, 일요일, 공휴일",10:00-18:00,Y,N,N,Y,Y
고라금해수욕장,문화관광/명소,전라남도,34.46949068,127.104185,,정보없음,정보없음,정보없음,N,N,N,N,N
고락산성,문화관광/명소,전라남도,34.76123304,127.694891,,정보없음,정보없음,정보없음,N,N,N,Y,N
고래불해수욕장,문화관광/명소,경상북도,36.60223581,129.408993,054-730-7802,www.goraebul.or.kr/home/index.php,정보없음,개장기간 : 매년 7-8월 중,Y,Y,Y,Y,N
고래생태체험관,전시/공연,울산광역시,35.5023301,129.382113,052-256-6302,www.whalecity.kr,매주 월요일,화-일 09:00-18:00,Y,Y,Y,N,Y
고려궁,전시/공연,강원도,37.61869947,128.647588,033-336-1111,www.koreapalace.co.kr,정보없음,10:00-18:00,Y,Y,N,N,N
고려대학교덕소농장,문화관광/명소,경기도,37.58211919,127.238261,031-577-6518,정보없음,정보없음,정보없음,N,N,N,N,N
고려대학교백주년기념관,전시/공연,서울특별시,37.58870342,127.031698,02-3290-1511,museum.korea.ac.kr/,매주 일요일,월-토 10:00-17:00,Y,Y,Y,Y,Y
고려대학교송추운동장야구장,레저/체육/공원,경기도,37.72140942,126.979987,031-826-4061,정보없음,정보없음,정보없음,Y,N,N,Y,N
고려역사관,전시/공연,경기도,37.77374052,126.687329,,정보없음,정보없음,정보없음,N,N,N,N,N
고려유치원자연학습체험장,문화관광/명소,경상북도,36.03259402,129.267709,,정보없음,정보없음,정보없음,N,N,N,N,N
고려인역사문화전시관,전시/공연,광주광역시,35.17186659,126.80773,062-955-1925,정보없음,"매주 월요일, 공휴일",10:00-17:00,N,N,N,N,N
고려제강기념관,전시/공연,부산광역시,35.17689052,129.113461,051-760-2604,kiswiremuseum.com/,"매주 일요일, 월요일, 공휴일",화요일-토요일 (10:00-18:00),N,Y,Y,N,N
고려청자박물관,전시/공연,전라남도,34.50866203,126.800837,061-430-3755,www.celadon.go.kr,매주 월요일,화-일 09:00-18:00,N,N,N,N,N
고려통일대전,전시/공연,경기도,37.77374052,126.687329,,정보없음,정보없음,정보없음,N,N,N,N,N
고령로얄파인CC(2022년12월예정),레저/체육/공원,경상북도,35.6542256,128.358088,,정보없음,정보없음,정보없음,N,N,N,N,N
고령부례관광단지,문화관광/명소,경상북도,35.67215688,128.359529,,정보없음,정보없음,정보없음,Y,N,Y,Y,N
고령오펠CC,레저/체육/공원,경상북도,35.8168354,128.379617,054-950-5000,www.ophelgc.com/_Goryeong/,상시변동,예약제,Y,N,Y,Y,Y
고령유니밸리CC,레저/체육/공원,경상북도,35.68153489,128.293898,054-956-7575,www.univalley.co.kr/html/,상시변동,예약제,Y,N,N,N,N
고령친화종합체험관,전시/공연,광주광역시,35.09780824,126.896007,1644-0891,www.miraeseum.or.kr/,"매주 토요일, 일요일, 공휴일",평일 09:00-18:00,N,N,N,N,N
고리스포츠문화센터,전시/공연,부산광역시,35.32913971,129.287705,051-726-5195,gorisport.co.kr/main/main.html,매주 월요일,"주중 (화-금) : 06:00-22:00,-주말 및 공휴일 : 06:00-18:00",Y,N,Y,N,N
고막원,전시/공연,경기도,37.78934249,126.695466,,정보없음,정보없음,정보없음,N,N,N,N,N
고복자연공원,레저/체육/공원,세종특별자치시,36.61001667,127.237539,044-300-4212,정보없음,연중무휴,상시개방,Y,N,N,Y,N
고복저수지군립공원,레저/체육/공원,세종특별자치시,36.60125344,127.22785,,정보없음,정보없음,정보없음,N,N,N,N,N
고봉산성,문화관광/명소,대전광역시,36.35854238,127.473099,,정보없음,정보없음,정보없음,N,N,N,Y,N
고불개해변,문화관광/명소,강원도,37.52777735,129.121875,033-530-2234,www.gangwon.to/gwtour/gangwondo_trip/tourist_spot?control=AW0022_T&tourCode=TOSIGK00,정보없음,정보없음,Y,N,N,Y,N
고불맹사성기념관,전시/공연,충청남도,36.74778255,127.041607,041-541-5330,www.asan.go.kr/gb_museum/main/,공휴일,"09:00-18:00,(입장마감 17:00)",Y,Y,Y,Y,Y
고사포해수욕장,문화관광/명소,전라북도,35.64712445,126.525476,063-582-7808,www.ibuan.co.kr/tour03/,상시변동,00:00-24:00,N,N,N,N,N
고산윤선도문학관,전시/공연,전라남도,34.16515591,126.558047,061-530-5548,gosan.haenam.go.kr/index.php,"매주 월요일, 공휴일",매일 09:00-18:00,N,N,N,N,N
고산윤선도유물전시관,전시/공연,전라남도,34.54972099,126.620835,061-530-5548,gosan.haenam.go.kr/index.php,"매주 월요일, 공휴일","09:00-18:00, 관람종료 1시간 전까지 입장이 가능합니다.",N,N,N,N,N
고산윤선도유적지유물관,전시/공연,전라남도,34.55101668,126.621925,061-530-5548,정보없음,정보없음,정보없음,N,N,N,N,N
고산자연휴양림,문화관광/명소,전라북도,35.96224205,127.232872,063-263-8680,https://url.kr/srpvyq,매주 화요일,"매일 09:00-18:00(숙박시설 미이용시), 숙박시설 이용시 15:00-익일11:00",N,N,Y,N,N
고산체육공원축구장,레저/체육/공원,전라북도,35.97608863,127.198868,063-261-1369,www.jblifesports.or.kr,정보없음,정보없음,N,N,Y,Y,N
고산해안도로,문화관광/명소,제주특별자치도,33.30026813,126.16762,,정보없음,정보없음,정보없음,N,N,N,Y,N
고색뉴지엄,전시/공연,경기도,37.24000003,126.974026,0507-1317-3441,정보없음,매주 일요일,10:00-18:00,Y,Y,N,Y,Y
고색향토문화전시관,전시/공연,경기도,37.24808667,126.9904,031-292-2161,www.gosaekhm.kr/,"매주 월요일, 공휴일",화-일 10:00-17:00,Y,N,Y,Y,N
고생대자연사박물관,전시/공연,강원도,37.0948994,129.039632,033-581-3003,tour.taebaek.go.kr/tpmuseum,매주 월요일,화-일 09:00-18:00,Y,Y,Y,Y,Y
고석규비평문학관,전시/공연,경상남도,35.24314054,128.911588,055-312-6459,kosukgyucritique.co.kr/,정보없음,"월요일-토요일, 오전 10시-오후 6시",N,N,N,N,N
고석정국민관광지,문화관광/명소,강원도,38.18542141,127.287404,033-450-5558,정보없음,"매주 화요일, 공휴일",상시관람,Y,Y,Y,Y,N
고성1리운동장,레저/체육/공원,제주특별자치도,33.4581561,126.418751,,정보없음,정보없음,정보없음,N,N,N,Y,N
고성공룡박물관,전시/공연,경상남도,34.90809856,128.14865,055-670-4451,https://url.kr/gq98ju,"매주 월요일, 공휴일","하절기(3월-10월): 09:00-18:00, 동절기(11월-2월): 09:00-17:00",Y,Y,Y,N,Y
고성공설운동장,레저/체육/공원,강원도,38.37632274,128.465042,,정보없음,정보없음,매일 08:00-18:00,Y,N,Y,Y,N
고성공설운동장,레저/체육/공원,경상남도,34.97639493,128.314221,033-680-3622,www.gwgs.go.kr/sports/sub01_0401.do?partCode=02,연중무휴,06:00-21:00,N,N,Y,Y,N
고성군문화복지센터대공연장,전시/공연,강원도,38.43611285,128.452518,033-682-1001,www.gwgs.go.kr/kor/sub05_020401.do,정보없음,정보없음,Y,Y,Y,Y,Y
고성농요전수교육관,전시/공연,경상남도,34.99837217,128.189502,055-674-2668,nongyo.com/bbs/content.php?ct_id=1&cate_id=1010,"매주 토요일, 일요일, 공휴일",9:00-18:00,N,N,Y,N,N
고성당항포랜드,전시/공연,경상남도,35.05322563,128.392026,055-670-4501,https://url.kr/p6xylq,"월요일  단, 월요일이 공휴일인 경우 그 다음 평일 ","하절기03월-10월 09:00-18:00, 동절기11월-02월 10:00-17:00",Y,Y,Y,Y,Y
고성도예전시장,전시/공연,경기도,37.30533738,127.645602,,정보없음,정보없음,정보없음,N,N,N,N,N
고성목해수욕장,문화관광/명소,강원도,37.69471431,129.010909,,정보없음,정보없음,정보없음,N,N,N,N,N
고성무형문화재전수회관,전시/공연,경상남도,34.97363623,128.334103,055-674-2582,ogwangdae.or.kr,정보없음,정보없음,Y,Y,Y,Y,Y
고성문화의집,전시/공연,강원도,38.37873572,128.466908,033-680-3695,www.goseongcul.com/main/index.html,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,Y,Y,Y,Y
고성박물관,전시/공연,경상남도,34.97937268,128.321012,055-670-5821,https://url.kr/ozdgi8,"매주 월요일, 공휴일","하절기(3월-10월): 09:00-18:00,동절기(11월-2월): 09:00-17:00",Y,Y,Y,N,Y
고성반도,문화관광/명소,경상남도,34.81671911,128.396662,,https://tinyurl.com/2p939km9,정보없음,연중무휴,N,N,N,Y,N
고성산성,문화관광/명소,경상남도,35.16522146,127.917815,055-880-2368,https://url.kr/k1ar4b,연중무휴,상시개방,N,N,N,Y,N
고성산성,문화관광/명소,전라북도,36.0428959,127.201381,,정보없음,정보없음,정보없음,N,N,N,Y,N
고성생태학습관,전시/공연,경상남도,34.98379445,128.343696,055-670-4407,정보없음,공휴일,매일 10:00-17:00,Y,Y,Y,N,Y
고성소을비포성지,문화관광/명소,경상남도,34.90233289,128.189429,055-670-2234,https://url.kr/7cwlt5,연중무휴,상시개방,N,N,N,Y,N
고성스쿠버,레저/체육/공원,경상남도,34.97705244,128.33329,055-674-6999,cafe.naver.com/zetlee2,상시변동,08:00-24:00,N,N,N,Y,N
고성역도경기장,레저/체육/공원,경상남도,34.97931322,128.310723,055-670-5843,https://url.kr/rhig74,정보없음,평일 9-6시,N,Y,Y,N,N
고성종합운동장,레저/체육/공원,경상남도,34.97931322,128.310723,033-680-3678,https://url.kr/wsepvn,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,N,Y,Y,N
고성탈박물관,전시/공연,경상남도,34.97104862,128.333805,055-672-8829,www.goseong.go.kr/tour,"매주 월요일, 공휴일","3월-10월: 09:00-18:00, 11월-2월: 09:00-17:00",Y,Y,Y,N,N
고성통일관,전시/공연,강원도,38.51438609,128.416703,033-682-0088,https://url.kr/52ptow,정보없음,"3월 1일-7월 14일 : 09:00-16:20, 7월 15일-8월 20일 : 09:00-17:30, 1월 1일-익년 2월 28일 : 09:00-15:50",N,N,Y,Y,N
고성통일전망타워,문화관광/명소,강원도,38.5866853,128.374346,033-682-0088,www.tongiltour.co.kr/,연중무휴,09:00-16:50,Y,Y,Y,Y,Y
고성함정균고택 ,문화관광/명소,강원도,38.34132101,128.498613,033-680-3365,https://url.kr/nijs5h,정보없음,정보없음,N,N,N,Y,N
고성CC,레저/체육/공원,경상남도,34.9478315,128.356925,1666-0072,www.gosungcc.com/,연중무휴,06:00-18:40,N,N,Y,N,N
고소산성,문화관광/명소,경상남도,35.15439098,127.679064,055-884-0987,https://url.kr/lcgz1o,연중무휴,상시개방,N,N,N,Y,N
고소성군립공원,레저/체육/공원,경상남도,35.15500824,127.678514,1588-3186,https://url.kr/tw6xvh,연중무휴,24시개방,N,N,N,Y,N
고싸움놀이테마파크,전시/공연,광주광역시,35.06974381,126.837517,062-374-3839,www.gossaum.com/,매주 월요일,화-일 오전9시-오후6시,N,Y,Y,N,N
고싸움놀이테마파크고싸움전수관,전시/공연,광주광역시,35.06974381,126.837517,062-374-3839,www.gossaum.com/theme/daontheme_ver2_07/html/business/12.php,정보없음,정보없음,N,N,N,N,N
